Name,Dosage,Forme,Presentation,Price,Remboursement,DCI,Type,Prescription
KETODERM,"2,00%",Creme dermique,T/15 g,6.07,3.876,KETOCONAZOLE,Antifongiques,Non
KETODERM,"2,00%",Gel dermique,B/8 sachets/6 g,25.28,21.488,KETOCONAZOLE,Antifongiques,Non
KETOFEN,100 mg,Gelules,FL/15,6.774,5.291,KETOPROFENE,Anti-inflammatoires,Non
KETOFEN,100 mg,Gelules,FL/30,12.47,10.582,KETOPROFENE,Anti-inflammatoires,Non
KETOFEN,100 mg,Pdre p.prep.injectable,B/5 + 5 solvs 2.5 ml,5.245,2.763,KETOPROFENE,Anti-inflammatoires,Oui
KETOFEN,100 mg,Suppositoires,B/10,5.245,2.763,KETOPROFENE,Anti-inflammatoires,Oui
KETOFEN,100 mg,Suppositoires,B/12,3.905,3.315,KETOPROFENE,Anti-inflammatoires,Oui
KETOFEN,100 mg/2 ml,Solution injectable,B/2/2 ml,3.475,2.011,KETOPROFENE,Anti-inflammatoires,Oui
KETOFEN,100 mg/2 ml,Solution injectable,B/5/2 ml,3.475,2.011,KETOPROFENE,Anti-inflammatoires,Oui
KETOFEN,50 mg,Gelules,FL/24,3.54,2.999,KETOPROFENE,Anti-inflammatoires,Non
KETOGEL,"2,00%",Gel dermique,Tube monodose/20 g,9.655,6.494,KETOCONAZOLE,Antifongiques,Non
KETOLIN,"2,00%",Creme dermique,T/15 g,4.68,3.876,KETOCONAZOLE,Antifongiques,Non
KETOZOL,"2,00%",Shampooing,FL/60 ml,8.435,7.14,KETOCONAZOLE,Antifongiques,Non
KETOZOL GEL MOUSSANT,"2,00%",Gel moussant,Tube unidose/20 g,7.65,6.494,KETOCONAZOLE,Antifongiques,Non
KEVAL,20 mg,Comprimes pellicules secables,B/30,11.815,9.384,BETAXOLOL,Antihypertenseurs,Oui
KLAROMIN,250 mg,Comprimes pellicules,B/14,14.54,11.293,CLARITHROMYCINE,Antibiotiques,Oui
KLIPAL CODEINE,300 mg/25 mg,Comprimes,B/16,5.375,2.326,CODEINE+PARACETAMOL,Analgésiques (antidouleurs),Oui
KODERM,"2,00%",Creme dermique,T/15 g,7.235,3.876,KETOCONAZOLE,Antifongiques,Non
LACRYMED,"6 mg/0,4 ml",Collyre,B/20 unids,6.9,5.865,POLYVIDONE,Autres,Oui
LAMICTAL,100 mg,Comprimes dispersibles,B/30,10.18,6.69,LAMOTRIGINE,Anticonvulsivants,Oui
LAMICTAL,200 mg,Comprimes dispersibles,B/30,16.205,10.2,LAMOTRIGINE,Anticonvulsivants,Oui
LAMICTAL,25 mg,Comprimes dispersibles,B/30,6.695,4.53,LAMOTRIGINE,Anticonvulsivants,Oui
LAMICTAL,5 mg,Comprimes dispersibles,B/30,13.027,13.02,LAMOTRIGINE,Anticonvulsivants,Oui
LAMICTAL,50 mg,Comprimes dispersibles,B/30,8.435,5.58,LAMOTRIGINE,Anticonvulsivants,Oui
LAMILEP,100 mg,Comprimes dispersibles secables,B/30,6.715,6.69,LAMOTRIGINE,Anticonvulsivants,Oui
LAMILEP,200 mg,Comprimes dispersibles secables,B/30,10.225,10.2,LAMOTRIGINE,Anticonvulsivants,Oui
LAMILEP,25 mg,Comprimes dispersibles,B/30,4.55,4.53,LAMOTRIGINE,Anticonvulsivants,Oui
LAMILEP,50 mg,Comprimes dispersibles secables,B/30,5.605,5.58,LAMOTRIGINE,Anticonvulsivants,Oui
LAMISIL,250 mg,Comprimes secables,B/14,30.29,18.469,TERBINAFINE,Antifongiques,Non
LAMISIL,250 mg,Comprimes secables,B/28,55.76,36.938,TERBINAFINE,Antifongiques,Non
LAMISIL,250 mg,Comprimes secables,B/30,46.57,39.576,TERBINAFINE,Antifongiques,Non
LANSOPRAL,15 mg,Gelules,B/16,10.94,8.568,LANSOPRAZOLE,Antiacides,Non
LANSOPRAL,15 mg,Gelules,FL/14,10.205,7.497,LANSOPRAZOLE,Antiacides,Non
LANSOPRAL,15 mg,Gelules,FL/15,10.515,8.033,LANSOPRAZOLE,Antiacides,Non
LANSOPRAL,15 mg,Gelules,FL/30,19.67,16.065,LANSOPRAZOLE,Antiacides,Non
LANSOPRAL,15 mg,Gelules,FL/7,6.73,3.748,LANSOPRAZOLE,Antiacides,Non
LANSOPRAL,30 mg,Gelules,FL/14,21.915,10.317,LANSOPRAZOLE,Antiacides,Non
LANTUS,100 UI/ml,Solution injectable,B/5 carts/3 ml,137.632,137.625,INSULINE ANALOGUE : GLARGINE,Antidiabétiques,Oui
LANTUS SOLOSTAR,100 UI/ml,Solution injectable,B/5 stylo prér/3 ml,144.759,137.632,INSULINE ANALOGUE : GLARGINE,Antidiabétiques,Oui
LANZOR,15 mg,Gelules,FL/7,10.785,3.748,LANSOPRAZOLE,Antiacides,Non
LANZOR,30 mg,Gelules,FL/14,36.2,10.317,LANSOPRAZOLE,Antiacides,Non
LAPTOR,10 mg,Comprimes pellicules,B/30,15.785,12.47,ATORVASTATINE,Autres,Oui
LAPTOR,10 mg,Comprimes pellicules,B/90,44.04,37.408,ATORVASTATINE,Autres,Oui
LARGACTIL,100 mg,Comprimes drageifies,B/30,10.05,1.785,CHLORPROMAZINE,Antipsychotiques,Oui
LARGACTIL,100 mg,Comprimes secables,B/30,2.105,1.785,CHLORPROMAZINE,Antipsychotiques,Oui
LARGACTIL,25 mg,Comprimes drageifies,B/30,4.88,0.484,CHLORPROMAZINE,Antipsychotiques,Oui
LARGACTIL,25 mg,Comprimes pellicules,B/50,0.97,0.808,CHLORPROMAZINE,Antipsychotiques,Oui
LARGACTIL,25 mg/5 ml,Solution injectable,B/5/5 ml,2.082,1.768,CHLORPROMAZINE,Antipsychotiques,Oui
LAROXYL,40 mg/ml,Gouttes buvables,FL/20 ml,3.531,2.992,AMITRIPTYLINE,Antidépresseurs,Oui
LASICARE,40 mg,Comprimes secables,B/20,2.755,1.649,FUROSEMIDE,Diurétiques,Oui
LASICARE,500 mg,Comprimes secables,B/50,49.14,41.565,FUROSEMIDE,Diurétiques,Oui
LASILIX,40 mg,Comprimes,B/20,2.825,1.649,FUROSEMIDE,Diurétiques,Oui
LASILIX,40 mg,Comprimes secables,B/20,4.775,1.649,FUROSEMIDE,Diurétiques,Oui
LASILIX RETARD,60 mg,Gelules à liberation prolongee,B/30,4.539,3.85,FUROSEMIDE,Diurétiques,Oui
LATA SP,50 µg/ml,Collyre,FL/2.5 ml,24.26,20.621,LATANOPROST,Autres,Oui
LATANOCOL,50 µg/ml,Collyre,B/30 ophtads/0.3 ml,29.9,20.621,LATANOPROST,Autres,Oui
LATANOCOL,50 µg/ml,Collyre,FL/2.5 ml,24.905,20.621,LATANOPROST,Autres,Oui
LATANOCOL 3M,50 µg/ml,Collyre,FL/2.5 ml,25.24,20.621,LATANOPROST,Autres,Oui
LATANOPROST,50 µg/ml,Collyre,FL/2.5 ml,30.41,20.621,LATANOPROST,Autres,Oui
LATAPOL,50 µg/ml,Collyre,FL/2.5 ml,26.93,20.621,LATANOPROST,Autres,Oui
LATAZ,50 µg/ml,Collyre,FL/2.5 ml,26.607,20.621,LATANOPROST,Autres,Oui
LATAZ-CO,50 µg/5 mg,Collyre,FL/2.5 ml,34.465,22.453,LATANOPROST + TIMOLOL,Autres,Oui
LATIFEX 50,50 mg,Gelules,FL/10,4.4,2.678,TRAMADOL,Analgésiques (antidouleurs),Non
LATIFEX PLUS,"37,5 mg/325 mg",Comprimes pellicules,B/20,5.72,3.808,TRAMADOL + PARACETAMOL,Analgésiques (antidouleurs),Non
LEPONEX,100 mg,Comprimes secables,B/50,181.469,154.249,CLOZAPINE,Antipsychotiques,Oui
LEPONEX,25 mg,Comprimes secables,B/50,44.813,38.091,CLOZAPINE,Antipsychotiques,Oui
LESCOL,80 mg,Comprimes à liberation prolongee,B/28,41.485,35.248,FLUVASTATINE,Autres,Oui
LEVEMIR FLEXPEN,100 UI/ml,Solution injectable,B/5 stylo injs/3 ml,148.266,148.265,INSULINE ANALOGUE : DETEMIR,Antidiabétiques,Oui
LEVET,100 mg/ml,Solution buvable,FL/300 ml,121.94,71.145,LEVETIRACETAM,Anticonvulsivants,Oui
LEVET,500 mg,Comprimes pellicules secables,B/60,47.685,16.779,LEVETIRACETAM,Anticonvulsivants,Oui
LEVOCINE,500 mg,Comprimes pellicules secables,B/5,24.615,12.342,LEVOFLOXACINE,Antibiotiques,Oui
LEVODIS,500 mg,Comprimes pellicules secables,B/5,18.615,12.342,LEVOFLOXACINE,Antibiotiques,Oui
LEVOFAST,5 mg,Comprimes orodispersibles,B/15,5.715,4.756,LEVOCETIRIZINE,Antihistaminiques,Non
LEVOFLOX,500 mg,Comprimes pellicules secables,B/5,24.595,12.342,LEVOFLOXACINE,Antibiotiques,Oui
LEVOFOR,500 mg,Comprimes pellicules secables,B/5,16.735,12.342,LEVOFLOXACINE,Antibiotiques,Oui
LEVOMAX,500 mg,Comprimes pellicules secables,B/10,29.04,24.684,LEVOFLOXACINE,Antibiotiques,Oui
LEVOMAX,500 mg,Comprimes pellicules secables,FL/10,29.44,24.684,LEVOFLOXACINE,Antibiotiques,Oui
LEVOMAX,500 mg,Comprimes pellicules secables,FL/5,15.225,12.342,LEVOFLOXACINE,Antibiotiques,Oui
LEVOMEPROMAZINE 100,100 mg,Comprimes enrobes,B/20,6.75,5.729,LEVOMEPROMAZINE,Antipsychotiques,Oui
LEVOMEPROMAZINE 25,25 mg,Comprimes enrobes,B/600,3.655,3.094,LEVOMEPROMAZINE,Antipsychotiques,Oui
LEVOPHTA,"0,05%",Collyre,FL/5 ml,10.931,9.291,LEVOCABASTINE,Antihistaminiques,Non
LEVOREC,500 mg,Comprimes pellicules secables,FL/5,15.315,12.342,LEVOFLOXACINE,Antibiotiques,Oui
LEVORGICA,5 mg,Comprimes pellicules,B/15,7.83,4.756,LEVOCETIRIZINE,Antihistaminiques,Non
LEVORGICA,5 mg,Comprimes pellicules,B/30,11.195,9.512,LEVOCETIRIZINE,Antihistaminiques,Non
LEVORGICA,5 mg,Comprimes pellicules,B/7,3.805,2.219,LEVOCETIRIZINE,Antihistaminiques,Non
LEVOSTAMINE,5 mg,Comprimes,B/15,6.435,4.756,LEVOCETIRIZINE,Antihistaminiques,Non
LEVOSTAMINE,5 mg,Comprimes,B/30,11.19,9.512,LEVOCETIRIZINE,Antihistaminiques,Non
LEVOTHYROX,125 µg,Comprimes secables,B/30,3.368,2.856,LEVOTHYROXINE,Hormones,Non
LEVOTHYROX,25 µg,Comprimes secables,B/30,1.292,1.097,LEVOTHYROXINE,Hormones,Non
LEVOTHYROX,75 µg,Comprimes secables,B/30,2.782,2.346,LEVOTHYROXINE,Hormones,Non
LEVOX,500 mg,Comprimes pellicules secables,B/5,19.28,12.342,LEVOFLOXACINE,Antibiotiques,Oui
LEXOMIL,6 mg,Comprimes secables,T/30,11.98,1.344,BROMAZEPAM,Anxiolytiques (calmants),Oui
LIDOCA,10 mg/ml,Solution injectable,B/10 amps 5 ml,4.815,4.088,LIDOCAINE,Anesthésiques,Oui
LIDOCA,20 mg/ml,Solution injectable,B/10 amps 5 ml,5.445,4.624,LIDOCAINE,Anesthésiques,Oui
LIDOCA PLUS,"5,00%",Creme dermique,T/30 g,21.355,18.13,LIDOCAINE+PRILOCAINE,Anesthésiques,Non
LINCOCINE,600 mg,Solution injectable,B/1/2 ml,2.04,1.734,LINCOMYCINE,Antibiotiques,Oui
LIOREFEN,10 mg,Comprimes secables,B/100,6.215,2.4,BACLOFENE,Antispasmodiques,Non
LIPANOR,100 mg,Gelules,B/30,7.252,6.146,CIPROFIBRATE,Autres,Oui
LIPANTHYL,160 mg,Comprimes pellicules,B/30,22.015,9.154,FENOFIBRATE,Autres,Oui
LIPANTHYL 300,300 mg,Gelules,B/30,10.14,8.619,FENOFIBRATE,Autres,Oui
LIPOSIC,"0,20%",Gel ophtalmique,T/10 g,4.884,4.148,CARBOMERE,Autres,Non
LIPTA,10 mg/10 mg,Comprimes pellicules,B/30,29.155,24.76,AMLODIPINE+ATORVASTATINE,Antihypertenseurs,Oui
LIPTA,5 mg/10 mg,Comprimes pellicules,B/30,29.155,24.76,AMLODIPINE+ATORVASTATINE,Antihypertenseurs,Oui
LOCACID,"0,05%",Creme dermique,T/30 g,5.47,2.184,TRETINOINE,Anticancéreux,Oui
LOCAPRED,"0,10%",Creme dermique,T/15 g,4.8,3.889,DESONIDE,Corticoïdes,Non
LOCATOP,"0,10%",Creme dermique,T/30 g,9.155,7.778,DESONIDE,Corticoïdes,Non
LOCERYL AMOROLFINE,"5,00%",Vernis à ongles medicamenteux,FL/2.5 ml,51.195,43.516,AMOROLFINE,Antifongiques,Non
LODEPINE,10 mg,Comprimes secables,B/30,21.305,9.996,AMLODIPINE,Antihypertenseurs,Oui
LODEPINE,10 mg,Comprimes secables,B/90,20.26,9.996,AMLODIPINE,Antihypertenseurs,Oui
LODEPINE,5 mg,Gelules,B/30,16.4,7.14,AMLODIPINE,Antihypertenseurs,Oui
LODIPEX 10,10 mg,Comprimes,B/30,13.215,9.996,AMLODIPINE,Antihypertenseurs,Oui
LODIPEX 10,10 mg,Comprimes,B/90,35.34,29.988,AMLODIPINE,Antihypertenseurs,Oui
LODIPEX 5,5 mg,Comprimes,B/30,10.85,7.14,AMLODIPINE,Antihypertenseurs,Oui
LOPRIL,25 mg,Comprimes secables,B/30,13.095,4.233,CAPTOPRIL,Antihypertenseurs,Oui
LORADINE,1 mg/ml,Sirop,FL/60 ml,4.435,3.06,LORATADINE,Antihistaminiques,Non
LORADINE,10 mg,Comprimes,B/10,5.315,2.389,LORATADINE,Antihistaminiques,Non
LORADINE,10 mg,Comprimes,B/30,8.435,7.165,LORATADINE,Antihistaminiques,Non
LORINEX,5 mg,Comprimes pellicules,B/15,6.82,4.118,DESLORATADINE,Antihistaminiques,Non
LORINEX,5 mg,Comprimes pellicules,B/30,11.99,8.236,DESLORATADINE,Antihistaminiques,Non
LOSAR,100 mg,Comprimes pellicules secables,B/28,26.335,18.302,LOSARTAN,Antihypertenseurs,Oui
LOSAR,100 mg,Comprimes pellicules secables,B/30,29.755,19.61,LOSARTAN,Antihypertenseurs,Oui
LOSAR,100 mg,Comprimes pellicules secables,B/90,69.22,58.828,LOSARTAN,Antihypertenseurs,Oui
LOSAR,100 mg,Comprimes pellicules secables,FL/30,26.895,19.61,LOSARTAN,Antihypertenseurs,Oui
LOSAR,50 mg,Comprimes pellicules secables,B/30,26.79,16.932,LOSARTAN,Antihypertenseurs,Oui
LOSAR,50 mg,Comprimes pellicules secables,B/60,46.67,33.864,LOSARTAN,Antihypertenseurs,Oui
LOSAR,50 mg,Comprimes pellicules secables,B/90,62.925,50.796,LOSARTAN,Antihypertenseurs,Oui
LOSAR,50 mg,Comprimes pellicules secables,FL/30,24.82,16.932,LOSARTAN,Antihypertenseurs,Oui
LOVIK,500 mg,Comprimes pellicules secables,B/5,19.39,12.342,LEVOFLOXACINE,Antibiotiques,Oui
LOWRAC,10 mg,Comprimes pellicules secables,B/30,13.215,9.996,AMLODIPINE,Antihypertenseurs,Oui
LOWRAC,10 mg,Comprimes pellicules secables,B/90,37.37,29.988,AMLODIPINE,Antihypertenseurs,Oui
LOWRAC,10 mg,Comprimes secables,B/30,23.115,9.996,AMLODIPINE,Antihypertenseurs,Oui
LOWRAC,10 mg,Gelules,B/30,20.86,9.996,AMLODIPINE,Antihypertenseurs,Oui
LOWRAC,10 mg,Gelules,B/90,35.34,29.988,AMLODIPINE,Antihypertenseurs,Oui
LOWRAC,5 mg,Comprimes pellicules secables,B/30,9.08,7.14,AMLODIPINE,Antihypertenseurs,Oui
LOWRAC,5 mg,Comprimes pellicules secables,B/90,25.4,21.42,AMLODIPINE,Antihypertenseurs,Oui
LOWRAC,5 mg,Comprimes secables,B/30,15.32,7.14,AMLODIPINE,Antihypertenseurs,Oui
LOWRAC,5 mg,Comprimes secables,B/60,20.445,14.28,AMLODIPINE,Antihypertenseurs,Oui
LOWRAC,5 mg,Comprimes secables,B/90,16.445,7.14,AMLODIPINE,Antihypertenseurs,Oui
LOWRAC,5 mg,Gelules,B/30,14.75,7.14,AMLODIPINE,Antihypertenseurs,Oui
LOWRAC,5 mg,Gelules,B/60,24.78,14.28,AMLODIPINE,Antihypertenseurs,Oui
LOWRAC,5 mg,Gelules,B/64,19.68,15.232,AMLODIPINE,Antihypertenseurs,Oui
LOWRAC,5 mg,Gelules,B/90,25.24,21.42,AMLODIPINE,Antihypertenseurs,Oui
LOWRADIP,10 mg,Comprimes pellicules secables,B/30,25.66,21.803,LERCANIDIPINE,Antihypertenseurs,Oui
LOWRADIP,20 mg,Comprimes pellicules secables,B/30,25.66,21.803,LERCANIDIPINE,Antihypertenseurs,Oui
LOXEN,20 mg,Comprimes secables,B/30,6.218,5.279,NICARDIPINE,Antihypertenseurs,Oui
LOXEN LP,50 mg,Gelules à liberation prolongee,B/60,27.05,22.95,NICARDIPINE,Antihypertenseurs,Oui
LUMIGAN,"0,1 mg/ml",Collyre,FL/3 ml,38.675,32.872,BIMATOPROST,Autres,Oui
LUSOPRESS,20 mg,Comprimes pellicules,B/28,12.508,10.615,NITRENDIPINE,Antihypertenseurs,Oui
LUVERIS,75 UI/ml,Pdre p.prep.injectable,B/1 FL + solv/1 ml,41.429,35.215,LUTROPINE ALFA,Hormones,Oui
LYDOL,150 mg,Gelules,B/14,14.6,13.3,PREGABALINE,Anticonvulsivants,Oui
LYDOL,150 mg,Gelules,B/56,56.2,53.2,PREGABALINE,Anticonvulsivants,Oui
LYDOL,75 mg,Gelules,B/14,14.6,12.558,PREGABALINE,Anticonvulsivants,Oui
LYDOL,75 mg,Gelules,B/56,56.2,50.232,PREGABALINE,Anticonvulsivants,Oui
LYRICA,150 mg,Gelules,B/56,128.85,53.2,PREGABALINE,Anticonvulsivants,Oui
LYRICA,75 mg,Gelules,B/14,23.115,12.558,PREGABALINE,Anticonvulsivants,Oui
LYRICA,75 mg,Gelules,B/56,101.22,50.232,PREGABALINE,Anticonvulsivants,Oui
LYSANXIA,10 mg,Comprimes secables,B/40,5.602,2.24,PRAZEPAM,Anxiolytiques (calmants),Oui
LYSANXIA,15 mg/ml,Gouttes buvables,FL/20 ml,5.545,2.216,PRAZEPAM,Anxiolytiques (calmants),Oui
MADOPAR,250 mg,Comprimes quadrisecables,B/100,76.092,64.6,BENSERAZIDE+LEVODOPA,Autres,Oui
MAXIDEX,"0,10%",Collyre,FL/5 ml,2.033,1.725,DEXAMETHASONE,Corticoïdes,Non
MECIR LP,"0,4 mg",Comprimes à liberation prolongee,B/30,37.04,11.256,TAMSULOSINE,Antihypertenseurs,Oui
MECLON,500 mg/100 mg,Ovules,B/10,17.794,7.116,CLOTRIMAZOLE+METRONIDAZOLE,Antibiotiques,Oui
MEDAXON,4 mg/ml,Solution injectable,B/1 amp 1 ml,1.35,0.623,DEXAMETHASONE,Corticoïdes,Oui
MEDAXON,4 mg/ml,Solution injectable,B/1/1 ml,1.095,0.623,DEXAMETHASONE,Corticoïdes,Oui
MEDAXON,4 mg/ml,Solution injectable,B/10 amps 1 ml,9.03,6.231,DEXAMETHASONE,Corticoïdes,Oui
MEDAXON,4 mg/ml,Solution injectable,B/10/1 ml,8.23,6.231,DEXAMETHASONE,Corticoïdes,Oui
MEDAXON FORT,8 mg,Solution injectable,B/1 amp 2 ml,1.565,1.063,DEXAMETHASONE,Corticoïdes,Oui
MEDICLAV,"500 mg/62,5 mg",Comprimes pellicules,B/12,9.03,6.222,AMOXICILLINE+ACIDE CLAVULANIQUE,Antibiotiques,Oui
MEDIPREX,10 mg,Comprimes pellicules secables,B/15,13.625,10.787,ESCITALOPRAM,Antidépresseurs,Oui
MEDIPREX,10 mg,Comprimes pellicules secables,B/30,26.065,21.573,ESCITALOPRAM,Antidépresseurs,Oui
MEDISIUM,75 mg/3 ml,Solution injectable,B/5/3 ml,5.195,2.754,DICLOFENAC,Anti-inflammatoires,Oui
MEDROL,16 mg,Comprimes secables,B/20,7.022,5.967,METHYLPREDNISOLONE,Corticoïdes,Oui
MEDROL,4 mg,Comprimes secables,B/30,3.627,3.06,METHYLPREDNISOLONE,Corticoïdes,Oui
MEDZAR,50 mg,Comprimes pellicules secables,B/28,24.715,15.803,LOSARTAN,Antihypertenseurs,Oui
MEDZAR,50 mg,Comprimes pellicules secables,B/90,59.785,50.796,LOSARTAN,Antihypertenseurs,Oui
MEFALGIC,250 mg,Gelules,B/20,2.705,2.125,ACIDE MEFENAMIQUE,Anti-inflammatoires,Non
MEFENAL,250 mg,Gelules,B/20,3.315,2.125,ACIDE MEFENAMIQUE,Anti-inflammatoires,Non
MEFOR,1000 mg,Comprimes pellicules secables,B/60,7.805,5.151,METFORMINE,Antidiabétiques,Oui
MEFOR,850 mg,Comprimes pellicules,B/60,6.66,4.437,METFORMINE,Antidiabétiques,Oui
MEGACEF,100 mg/5 mg,Poudre pour suspension orale,FL/40 ml,9.06,7.684,CEFIXIME,Antibiotiques,Oui
MEGACEF,100 mg/5 ml,Poudre pour suspension orale,FL/40 ml,17.945,7.684,CEFIXIME,Antibiotiques,Oui
MEGACEF,100 mg/5 ml,Poudre pour suspension orale,FL/60 ml,14.51,11.526,CEFIXIME,Antibiotiques,Oui
MEGACEF,200 mg,Gelules,B/16,24.415,20.74,CEFIXIME,Antibiotiques,Oui
MEGACEF,200 mg,Gelules,B/8,15.145,10.37,CEFIXIME,Antibiotiques,Oui
MEGACEF,40 mg/5 ml,Poudre pour suspension orale,FL/40 ml,10.805,4.148,CEFIXIME,Antibiotiques,Oui
MEGACEF,40 mg/5 ml,Poudre pour suspension orale,FL/60 ml,7.355,6.222,CEFIXIME,Antibiotiques,Oui
MENOPUR,75 UI/ml,Pdre p.prep.injectable,B/5 FL + 5 amps solv/1 ml,166.571,124.41,FSH+LH,Hormones,Oui
MEPRAZOL,20 mg,Gelules,B/14,8.955,5.349,OMEPRAZOLE,Antiacides,Non
MEPRAZOL,20 mg,Gelules,B/16,20.755,12.226,OMEPRAZOLE,Antiacides,Non
MEPRAZOL,20 mg,Gelules,B/28,25.185,21.396,OMEPRAZOLE,Antiacides,Non
MEPRAZOL,20 mg,Gelules,FL/14,14.52,10.698,OMEPRAZOLE,Antiacides,Non
MEPRAZOL,20 mg,Gelules,FL/28,27.11,21.396,OMEPRAZOLE,Antiacides,Non
MEPRAZOL,20 mg,Gelules,FL/30,34.56,22.925,OMEPRAZOLE,Antiacides,Non
MEPRAZOL,20 mg,Gelules,FL/7,8.665,5.349,OMEPRAZOLE,Antiacides,Non
MEPROBAMATE,400 mg,Comprimes,B/40,3.76,1.504,MEPROBAMATE,Anxiolytiques (calmants),Oui
MERIONAL,75 UI/ml,Pdre p.prep.injectable,B/1 FL + amp solv/1 ml,29.273,24.882,FSH+LH,Hormones,Oui
MERIONAL HG,75 UI/ml,Pdre p.prep.injectable,B/1 FL + amp solv/1 ml,45.96,24.882,FSH+LH,Hormones,Oui
MESATEC,500 mg,Comprimes gastro-resistants,B/120,66.47,56.406,MESALAZINE,Anti-inflammatoires,Oui
MESATEC,500 mg,Comprimes gastro-resistants,B/60,37.175,28.203,MESALAZINE,Anti-inflammatoires,Oui
MESONE,"0,10%",Creme dermique,T/30 g,10.79,9.154,MOMETASONE,Corticoïdes,Non
MESONE,50 µg/dose,Spray nasal,FL/120 doses,19.55,11.016,MOMETASONE,Corticoïdes,Non
MESOPRAL,20 mg,Gelules gastroresistantes,FL/7,6.54,3.641,ESOMEPRAZOLE,Antiacides,Non
MESOPRAL,40 mg,Gelules gastroresistantes,FL/7,11.25,4.343,ESOMEPRAZOLE,Antiacides,Non
MESTINON,60 mg,Comprimes enrobes,B/20,30.786,26.168,PYRIDOSTIGMINE BROMURE,Autres,Oui
METACYCLINE,250 mg,Comprimes,B/20,2.325,1.972,TETRACYCLINE,Antibiotiques,Oui
METEOSPASMYL,60 mg,Capsules molles,B/20,5.131,2.048,ALVERINE CITRATE+SIMETICONE,Antispasmodiques,Non
METFORAL,850 mg,Comprimes enrobes,B/30,3.925,2.218,METFORMINE,Antidiabétiques,Oui
METHACIN 100,100 mg,Suppositoires,B/10,3.17,2.695,INDOMETACINE,Anti-inflammatoires,Oui
METHACIN 50,50 mg,Suppositoires,B/10,1.805,1.428,INDOMETACINE,Anti-inflammatoires,Oui
METHERGIN,"0,2 mg/ml",Solution injectable,B/5/1 ml,5.832,4.956,METHYLERGOMETRINE,Hormones,Oui
METHOTREXATE,"2,5 mg",Comprimes,B/100,49.76,19.3,METHOTREXATE,Immunosuppresseurs,Oui
METHOTREXATE,"2,5 mg",Comprimes,FL/50,27.885,9.65,METHOTREXATE,Immunosuppresseurs,Oui
METROGYL,250 mg,Comprimes pellicules,B/20,2.735,2.312,METRONIDAZOLE,Antibiotiques,Oui
METROL,"0,25 mg/ml",Gouttes buvables,FL/20 ml,7.355,6.239,METHYLERGOMETRINE,Hormones,Oui
MEXINE,200 mg,Solution injectable,B/10/2 ml,7.705,5.049,CIMETIDINE,Antiacides,Non
MI-DIABENIL,"2,5 mg",Comprimes,B/60,4.04,1.632,GLIBENCLAMIDE,Antidiabétiques,Oui
MIBRAL,10 mg,Comprimes secables,B/30,20.26,9.996,AMLODIPINE,Antihypertenseurs,Oui
MIBRAL,5 mg,Comprimes secables,B/30,16.445,7.14,AMLODIPINE,Antihypertenseurs,Oui
MICARDIS,40 mg,Comprimes,B/28,39.71,18.469,TELMISARTAN,Antihypertenseurs,Oui
MICARDIS,40 mg,Comprimes,B/30,23.288,19.788,TELMISARTAN,Antihypertenseurs,Oui
MICARDIS,80 mg,Comprimes,B/28,47.605,18.469,TELMISARTAN,Antihypertenseurs,Oui
MICARDIS,80 mg,Comprimes,B/30,23.287,19.788,TELMISARTAN,Antihypertenseurs,Oui
MICARDIS PLUS,"80 mg/12,5 mg",Comprimes,B/28,47.555,22.562,TELMISARTAN + HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
MICARDIS PLUS,80 mg/25 mg,Comprimes,B/28,53.915,22.539,TELMISARTAN + HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
MICROGYNON 30,30 µg,Comprimes drageifies,B/3/21,3.032,2.57,ETHINYLESTRADIOL + LEVONORGESTREL,Hormones,Oui
MICROLUTON,30 µg,Comprimes pellicules,B/3/35,7.096,4.373,LEVONORGESTREL,Hormones,Oui
MICROVAL,30 µg,Comprimes enrobes,B/28,4.19,3.499,LEVONORGESTREL,Hormones,Oui
MIFLASONE,200 µg,Gelules,B/60,11.586,9.843,BECLOMETASONE,Corticoïdes,Non
MIFLASONE,400 µg,Gelules,B/60,21.793,18.513,BECLOMETASONE,Corticoïdes,Non
MIFLONIDE,200 µg,Poudre pour inhalation buccale,B/60 gélules + inhal breezhaler,19.345,11.475,BUDESONIDE,Corticoïdes,Oui
MIFLONIDE,400 µg,Poudre pour inhalation buccale,B/60 gélules + inhal breezhaler,31.955,19.38,BUDESONIDE,Corticoïdes,Oui
MIKOSTAT,100000 UI/ml,Suspension buvable,FL/30 ml + compte-gouttes,6.85,2.736,NYSTATINE,Antifongiques,Oui
MIKOSTAT,"2,00%",Pommade dermique,T/25 g,4.49,3.804,NYSTATINE,Antifongiques,Non
MINIRIN,60 µg,Lyophilisat oral,B/30,72.93,61.99,DESMOPRESSINE,Hormones,Oui
MIOCAMEN,250 mg,Poudre pour suspension orale,FL/120 ml,10.878,9.18,MIDECAMYCINE,Antibiotiques,Oui
MIOCAMEN,600 mg,Comprimes,B/12,11.952,10.159,MIDECAMYCINE,Antibiotiques,Oui
MIOREL,4 mg,Gelules,B/12,5.155,1.901,THIOCOLCHICOSIDE,Anti-inflammatoires,Non
MIOREL,4 mg,Gelules,B/24,10.845,3.802,THIOCOLCHICOSIDE,Anti-inflammatoires,Non
