Name;Dosage;Forme;Presentation;Price;Remboursement;DCI;Type;Prescription;Image
ROVASTINE;5 mg;Comprimes pellicules;B/90;41.1;34.884;ROSUVASTATINE;Autres;Oui;https://medplusnepal.com/wp-content/uploads/2024/12/rovastin_5mg_tablet_10_s_0-1.jpg
ROXAM;20 mg;Gelules;B/15;11.63;8.466;PIROXICAM;Anti-inflammatoires;Non;https://saiph-labo.com/wp-content/uploads/2023/07/roxam-gelule-600x464.png
ROXAM;20 mg;Poudre pour solution orale;B/8 sachets;6.085;5.168;PIROXICAM;Anti-inflammatoires;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/roxam-injection-600x464.png
ROXAMED;150 mg;Comprimes pellicules;B/12;9.475;7.497;ROXITHROMYCINE;Antibiotiques;Oui;https://amalgrp.com/wp-content/uploads/2020/12/07069.jpg
ROXIMAX;150 mg;Comprimes pellicules secables;B/12;9.94;7.497;ROXITHROMYCINE;Antibiotiques;Oui;https://5.imimg.com/data5/SELLER/Default/2023/7/325968701/UL/RC/VG/163198380/roxispor-150-1000x1000.jpg
ROXIMAX;150 mg;Comprimes pellicules secables;B/16;11.765;9.996;ROXITHROMYCINE;Antibiotiques;Oui;https://5.imimg.com/data5/SELLER/Default/2023/7/325968701/UL/RC/VG/163198380/roxispor-150-1000x1000.jpg
ROZUVIE 5;5 mg;Comprimes pellicules;B/30;15.545;11.628;ROSUVASTATINE;Autres;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/rozuvie5-b30-600x464.png
RUGDAL;40 mg;Gelules gastroresistantes;FL/8;10.76;4.964;ESOMEPRAZOLE;Antiacides;Non;https://5.imimg.com/data5/SELLER/PDFImage/2025/1/477771884/AB/HT/WK/6796833/regdual-40mg-wthout-1000x1000.png
RULID 150;150 mg;Comprimes pellicules;B/12;10.295;7.497;ROXITHROMYCINE;Antibiotiques;Oui;https://nhathuocthanthien.com.vn/wp-content/uploads/2022/02/dgm_nttt_rulid-150mg.jpg
RYTHMODAN;100 mg;Gelules;B/40;4.32;3.672;DISOPYRAMIDE PHOSPHATE;Autres;Oui;https://www.apotheekmeysen.be/UserFiles/Uploads/images/Products/0077602.jpg
RYTHMODAN LP;250 mg;Comprimes enrobes secables;B/20;6.406;5.44;DISOPYRAMIDE PHOSPHATE;Autres;Oui;https://www.pharmacieparent.be/UserFiles/Uploads/images/Products/0818195.jpg
RYZODEG FLEX TOUCH;100 UI/ml;Solution injectable;B/5 stylo pr�r de 3 ml;216.815;216.815;INSULINE ASPARTE + INSULINE DEGLUDEC;Antidiab�tiques;Oui;https://trungtamthuoc.com/images/products/ryzodeg-flextouch-100uml-f2605.jpg
SABRIL;500 mg;Comprimes pellicules;B/60;205.369;205.369;VIGABATRIN;Anticonvulsivants;Oui;https://cdn.shop-apotheke.com/images/768x0/D08/600/194/D08600194-p15.jpg
SAIFORAL;250 mg;Poudre pour suspension orale;FL/60 ml;6.12;4.029;CEFADROXIL;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saiforal-250.png
SAIFORAL;500 mg;Gelules;B/12;7.185;5.273;CEFADROXIL;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saiforal-500.png
SAIFORAL;500 mg;Gelules;B/24;12.76;10.547;CEFADROXIL;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saiforal-500.png
SAIFORAL;500 mg;Poudre pour suspension orale;FL/60 ml;8.755;6.936;CEFADROXIL;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saiforal-500.png
SAIFOXYL;1 g;Comprimes dispersibles;B/12;8.0;4.845;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-1000-b14-600x464.png
SAIFOXYL;1 g;Comprimes dispersibles secables;B/14;10.11;5.652;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-1000-b14-600x464.png
SAIFOXYL;1 g;Comprimes dispersibles secables;B/24;11.41;9.69;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-1000-b14-600x464.png
SAIFOXYL;1 g;Comprimes pellicules;B/12;6.115;5.192;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-1000-b14-600x464.png
SAIFOXYL;1 g;Pdre p.prep.injectable;B/1 FL + solv/5 ml;3.255;2.767;AMOXICILLINE;Antibiotiques;Oui;https://cdn.altibbi.com/cdn/large/image/2020/11/07/521c99668586335216cb6cdc154d2d86.png
SAIFOXYL;125 mg;Poudre pour suspension orale;FL/60 ml;2.12;1.785;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-250-fl60.png
SAIFOXYL;250 mg/5 ml;Poudre pour suspension orale;B/1 FL/60 ml;3.74;2.244;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-250-fl60.png
SAIFOXYL;250 mg/5 ml;Poudre pour suspension orale;FL/100 ml;4.51;3.74;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-250-fl60.png
SAIFOXYL;250 mg/5 ml;Poudre pour suspension orale;FL/60 ml;3.38;2.244;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-250-fl60.png
SAIFOXYL;250 mg/5 ml;Poudre pour suspension orale;FL/60 ml + cuil doseuse;3.27;2.244;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-250-fl60.png
SAIFOXYL;250 mg/5 ml;Sirop;FL/60 ml;2.67;2.244;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-250-fl60.png
SAIFOXYL;500 mg;Comprimes pellicules;B/12;4.43;2.519;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-500-b24.png
SAIFOXYL;500 mg;Comprimes pellicules;B/24;8.77;6.14;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-500-b24.png
SAIFOXYL;500 mg;Gelules;B/12;3.845;2.519;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-500-b24.png
SAIFOXYL;500 mg;Gelules;B/24;7.02;5.039;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-500-b24.png
SAIFOXYL;500 mg/5 ml;Granules pour suspension buvable;FL/100 ml;8.595;6.375;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-500-fl60.png
SAIFOXYL;500 mg/5 ml;Poudre pour suspension orale;B/1 FL/60 ml;4.94;3.825;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-250-fl60.png
SAIFOXYL;500 mg/5 ml;Poudre pour suspension orale;FL/100 ml;7.595;6.375;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-250-fl60.png
SAIFOXYL;500 mg/5 ml;Poudre pour suspension orale;FL/60 ml;6.435;3.825;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-250-fl60.png
SAIFOXYL;500 mg/5 ml;Poudre pour suspension orale;FL/60 ml + cuil doseuse;6.575;3.825;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-250-fl60.png
SAIFOXYL;500 mg/5 ml;Sirop;FL/60 ml;6.07;3.825;AMOXICILLINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/saifoxyl-500-fl60.png
SALAZOPYRINE;500 mg;Comprimes gastro-resistants;FL/100;10.269;8.67;SULFASALAZINE;Anti-inflammatoires;Oui;https://images.amavita.ch/product-images/650/650/salazopyrin-cpr-500-mg-bte-100-pce-main-000Y6F.jpg
SALBUMOL;0,5 mg;Solution injectable;B/6/1 ml;2.278;1.933;SALBUTAMOL;Bronchodilatateurs;Non;https://vastoversdrugsandalliedproducts.com/wp-content/uploads/2024/08/PhotoRoom-20240914_113417_21.png
SALBUMOL;1 mg;Suppositoires;B/12;2.352;1.999;SALBUTAMOL;Bronchodilatateurs;Non;https://cdn.shop-apotheke.com/images/D05/391/873/D05391873-p1.jpg
SCITOPLEX 10;10 mg;Comprimes pellicules secables;B/30;29.675;21.573;ESCITALOPRAM;Antid�presseurs;Oui;https://www.pharmabolix.com/sites/default/files/scitoplex.jpg
SEBIPROX;1,50%;Shampooing;FL/100 ml;16.48;13.94;CICLOPIROXOLAMINE;Antifongiques;Non;https://www.beaute-test.com/uploads/images/products/dd29d5076214fbcb1269622b407fd666dbfe415c.jpg
SECTRAL;200 mg;Comprimes pellicules;B/20;6.24;2.941;ACEBUTOLOL;Antihypertenseurs;Oui;https://www.dwa.ma/images/images-results-250/5c4f2526f56176139d6d73fc-SECTRAL-dwa-maroc-mainImage.jpeg
SECTRAL;400 mg;Comprimes pellicules;B/30;17.375;6.018;ACEBUTOLOL;Antihypertenseurs;Oui;https://www.dwa.ma/images/images-results-250/5c4f2526f56176139d6d73fd-SECTRAL-dwa-maroc-mainImage.jpeg
SEDACORON;150 mg;Solution injectable;B/5/3 ml;3.512;2.983;AMIODARONE;Autres;Oui;https://pharmnet-dz.com/img/medics/126.png
SEDATYL;100 mg/2 ml;Solution injectable;B/4/2 ml;2.025;1.72;SULPIRIDE;Antipsychotiques;Oui;https://www.unimed.com.tn/wp-content/uploads/2014/10/SEDATYL_4dd2919000d1e.jpg
SEEBRI BREEZHALER;44 �g;Poudre pour inhalation buccale;B/30 + inhal;89.82;76.347;GLYCOPYRRONIUM BROMIDE;Bronchodilatateurs;Oui;https://pharmaserve.com/wp-content/uploads/2021/11/Seebri-Breezhaler-Glycopyrronium.png
SEMGLEE;100 UI/ml;Solution injectable;B/5 stylo pr�r;123.9;123.9;INSULINE ANALOGUE : GLARGINE;Antidiab�tiques;Oui;https://tiimg.tistatic.com/fp/1/009/068/semglee-insulin-glargine-injection-937.jpg
SEPTEAL;0,50%;Solution externe;FL/250 ml;3.835;1.5;CHLORHEXIDINE;Autres;Non;https://cdn.redcare-pharmacie.fr/images/F10/000/552/F10000552-p13.jpg
SEPTISAN;0,50%;Solution externe;FL/250 ml;3.19;1.1;TRICHLOCARBAN;Autres;Oui;https://erisindustries.co.ke/eris/wp-content/uploads/2026/01/40.png
SEPTISAN;0,50%;Solution externe;FL/500 ml;5.7;2.2;TRICHLOCARBAN;Autres;Oui;https://erisindustries.co.ke/eris/wp-content/uploads/2026/01/40.png
SERESTA;10 mg;Comprimes;B/30;5.03;2.004;OXAZEPAM;Anxiolytiques (calmants);Oui;https://eceve.fr/wp-content/uploads/2024/09/Mon-experience-avec-Seresta-10-mg-comprime-boite-de-30-1.png
SERESTA;50 mg;Comprimes secables;B/20;8.24;3.296;OXAZEPAM;Anxiolytiques (calmants);Oui;https://sanipasse.fr/wp-content/uploads/2024/07/seresta-50-mg-combien-par-jour--1080x720.jpg
SERETIDE;50 �g/25 �g/dose;Suspension pour inhalation;FL/120 doses;43.55;14.586;SALMETEROL+FLUTICASONE;Bronchodilatateurs;Oui;https://cdn.shopify.com/s/files/1/1290/8299/products/seretide-25-50.jpg?v=1571317137
SERETIDE DISKUS;100 �g/50 �g;Poudre pour inhalation buccale;FL/60 doses;44.25;37.587;SALMETEROL+FLUTICASONE;Bronchodilatateurs;Oui;https://unidrogas.vtexassets.com/arquivos/ids/325048/5034642021500.jpg?v=638326246857900000
SERETIDE DISKUS;250 �g/50 �g;Poudre pour inhalation buccale;FL/60 doses;55.75;44.013;SALMETEROL+FLUTICASONE;Bronchodilatateurs;Oui;https://vidafarmacias.com/4144-large_default/seretide-diskus-50-250-mg-60-dosis.jpg
SERETIDE DISKUS;500 �g/50 �g;Poudre pour inhalation buccale;FL/60 doses;78.3;58.548;SALMETEROL+FLUTICASONE;Bronchodilatateurs;Oui;https://i5.walmartimages.com.mx/gr/images/product-images/img_large/00503464203257L.jpg?odnHeight=612&odnWidth=612&odnBg=FFFFFF
SEROPLEX;10 mg;Comprimes pellicules secables;B/14;28.119;10.067;ESCITALOPRAM;Antid�presseurs;Oui;https://asafar.net/wp-content/uploads/5618_500_10.jpg
SEROPLEX;10 mg;Comprimes pellicules secables;B/28;55.5;20.135;ESCITALOPRAM;Antid�presseurs;Oui;https://asafar.net/wp-content/uploads/5618_500_10.jpg
SEROPLEX;20 mg;Comprimes pellicules;B/30;38.595;31.161;ESCITALOPRAM;Antid�presseurs;Oui;https://nhathuocminhlong.com/wp-content/uploads/2025/05/seroplex-20mg-28-vien.webp
SEROPLEX;20 mg;Comprimes pellicules secables;B/28;34.235;29.084;ESCITALOPRAM;Antid�presseurs;Oui;https://nhathuocminhlong.com/wp-content/uploads/2025/05/seroplex-20mg-28-vien.webp
SEROPLEX;20 mg;Comprimes pellicules secables;B/30;36.66;31.161;ESCITALOPRAM;Antid�presseurs;Oui;https://nhathuocminhlong.com/wp-content/uploads/2025/05/seroplex-20mg-28-vien.webp
SEROPLEX;20 mg/ml;Solution buvable;FL/15 ml;21.795;18.526;ESCITALOPRAM;Antid�presseurs;Oui;https://tntreview.fr/wp-content/uploads/thumbnails/les-avis-sur-le-seroplex-ce-que-vous-devez-savoir.jpg
SEROTYL;20 mg;Gelules;B/20;18.195;13.974;FLUOXETINE;Antid�presseurs;Oui;https://www.advanspharma.com/wp-content/uploads/2023/09/serotonyl-20mg.jpg
SEROTYL;20 mg;Gelules;B/30;25.375;20.961;FLUOXETINE;Antid�presseurs;Oui;https://www.advanspharma.com/wp-content/uploads/2023/09/serotonyl-20mg.jpg
SEROTYL;20 mg/5 ml;Solution buvable;FL/90 ml + cuil mesure;14.605;12.393;FLUOXETINE;Antid�presseurs;Oui;https://www.couvipharma.be/11468-large_default/siroxyl-sans-sucre-250-mg-5-ml-sirop-300-ml.jpg
SERPAFAR;50 mg;Comprimes;B/20;12.569;10.676;CLOMIFENE;Hormones;Oui;https://muscledevelop.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/0/50-1.jpg
SERVAL;100 mg;Gelules;B/30;39.61;31.518;SERTRALINE;Antid�presseurs;Oui;https://inphamedis.dz/wp-content/uploads/2025/03/SERVAL-50MG.png
SERVAL;25 mg;Gelules;B/30;11.425;9.69;SERTRALINE;Antid�presseurs;Oui;https://inphamedis.dz/wp-content/uploads/2025/03/SERVAL-50MG.png
SERVAL;50 mg;Gelules;B/30;20.865;17.723;SERTRALINE;Antid�presseurs;Oui;https://projet.inphamedis.dz/wp-content/uploads/2025/03/SERVAL-50MG.png
SEVIKAR;20 mg/5 mg;Comprimes pellicules;B/30;57.08;48.501;AMLODIPINE+OLMESARTAN;Antihypertenseurs;Oui;https://cdn.shop-apotheke.com/images/768x0/D07/117/722/D07117722-p13.jpg
SEVIKAR;40 mg/10 mg;Comprimes pellicules;B/30;57.08;48.501;AMLODIPINE+OLMESARTAN;Antihypertenseurs;Oui;https://cdn.shop-apotheke.com/images/D04/712/720/D04712720-p15.jpg
SEVIKAR;40 mg/5 mg;Comprimes pellicules;B/30;57.08;48.501;AMLODIPINE+OLMESARTAN;Antihypertenseurs;Oui;https://farmaciaprofarm.ro/media/catalog/product/s/e/sevikar-40-5-600px.jpg
SICCAFLUID;0,25%;Gel ophtalmique;FL/10 g;5.542;4.709;CARBOMERE;Autres;Non;https://beta1.cruzverde.com.co/dw/image/v2/BDPM_PRD/on/demandware.static/-/Sites-masterCatalog_Colombia/default/dw9f11e2c2/images/large/20459_1_SICCAFLUID_OFT_025_GEL_OFT_FCO_X_10GR.jpg?sw=1000&sh=1000
SIFLOKS;500 mg;Comprimes pellicules secables;B/14;14.615;7.783;CIPROFLOXACINE;Antibiotiques;Oui;https://prospektus.co/media/drug/e4/a6/e4a63e75acddaef86540b7339c20266368cbc678f37b2faf57e5e2caa9259020.webp
SIFLOKS;500 mg;Comprimes pellicules secables;B/28;20.445;15.565;CIPROFLOXACINE;Antibiotiques;Oui;https://prospektus.co/media/drug/e4/a6/e4a63e75acddaef86540b7339c20266368cbc678f37b2faf57e5e2caa9259020.webp
SIFROL;0,18 mg;Comprimes;B/100;69.45;41.82;PRAMIPEXOLE;Autres;Oui;https://www.rosheta.com/upload/170dd95c78cd4268d06e321e8b59a8a70db6b6bc4fa735b07060650694a4ba21.jpg
SIFROL;0,18 mg;Comprimes;B/30;21.547;12.546;PRAMIPEXOLE;Autres;Oui;https://www.rosheta.com/upload/170dd95c78cd4268d06e321e8b59a8a70db6b6bc4fa735b07060650694a4ba21.jpg
SIFROL;0,7 mg;Comprimes;B/100;276.925;235.365;PRAMIPEXOLE;Autres;Oui;https://cdn.shop-apotheke.com/images/D08/997/889/D08997889-p12.jpg
SINAPRID;0,50%;Solution buvable;FL/150 ml;4.025;1.785;SULPIRIDE;Antipsychotiques;Oui;https://www.pharmabolix.com/sites/default/files/Sinaprid_200.jpg
SINAPRID;200 mg;Comprimes secables;B/10;7.435;6.315;SULPIRIDE;Antipsychotiques;Oui;https://www.pharmabolix.com/sites/default/files/Sinaprid_200.jpg
SINAPRID;50 mg;Gelules;B/30;7.06;3.647;SULPIRIDE;Antipsychotiques;Oui;https://www.pharmabolix.com/sites/default/files/Sinaprid_200.jpg
SINGULAIR;10 mg;Comprimes pellicules;B/28;57.035;29.012;MONTELUKAST;Bronchodilatateurs;Oui;https://beta.cruzverde.cl/dw/image/v2/BDPM_PRD/on/demandware.static/-/Sites-masterCatalog_Chile/default/dw3cde2df7/images/large/197025-singulair-comprimido-recubierto-30-unidades-montelukast-10-mg.jpg?sw=1000&sh=1000
SINGULAIR;4 mg;Granules � liberation prolongee;B/28 sachets;48.785;32.701;MONTELUKAST;Bronchodilatateurs;Oui;https://f.fcdn.app/imgs/7c10f6/eltunel.com.uy/tuneuy/c0d0/original/catalogo/00011966-00011966_1/1920-1200/singulair-4-mg-30-sobres-granulados-singulair-4-mg-30-sobres-granulados.jpg
SINGULAIR;5 mg;Comprimes � croquer;B/28;37.24;29.012;MONTELUKAST;Bronchodilatateurs;Oui;https://www.catena.ro/assets/uploads/product_images/87c7f-864.jpg
SINOCORT;50 �g/dose;Suspension nasale;FL/12 ml;13.01;11.016;MOMETASONE;Cortico�des;Oui;https://kuludonline.com/cdn/shop/files/60064.jpg?crop=center&height=1280&v=1703308446&width=1280
SINTROM;4 mg;Comprimes;FL/60;4.928;4.182;ACENOCOUMAROL;Anticoagulants;Oui;https://images.amavita.ch/product-images/sintrom-4-cpr-4-mg-20-pce-gallery-1-0027JH.jpg
SINTROM;4 mg;Comprimes secables;B/20;1.76;1.394;ACENOCOUMAROL;Anticoagulants;Oui;https://images.amavita.ch/product-images/sintrom-4-cpr-4-mg-20-pce-gallery-1-0027JH.jpg
SIPRODIS;500 mg;Comprimes pellicules secables;B/14;9.34;7.783;CIPROFLOXACINE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/cipro-comp-500-600x464.png
SKENAN LP;10 mg;Gelules � liberation prolongee;B/14;14.402;14.402;MORPHINE;Analg�siques (antidouleurs);Non;https://caodangyduocsaigon.vn/images/files/caodangyduocsaigon.vn/thuoc-Skenan-LP-1.jpg
SKENAN LP;30 mg;Gelules � liberation prolongee;B/14;35.033;35.033;MORPHINE;Analg�siques (antidouleurs);Non;https://caodangyduocsaigon.vn/images/files/caodangyduocsaigon.vn/thuoc-Skenan-LP-1.jpg
SKENAN LP;60 mg;Gelules � liberation prolongee;B/14;68.869;68.869;MORPHINE;Analg�siques (antidouleurs);Non;https://www.psychoactif.org/forum/uploads/images/1389/1389980150.jpg
SMACTYL;3 g;Poudre pour suspension orale;B/12 sachets;4.615;1.234;DIOSMECTITE;Antidiarrh�iques;Non;https://pharmaghreb.com/wp-content/uploads/2025/10/etui-Smactyl-Bte-30-03.jpg
SMACTYL;3 g;Poudre pour suspension orale;B/30 sachets;4.615;1.234;DIOSMECTITE;Antidiarrh�iques;Non;https://pharmaghreb.com/wp-content/uploads/2025/10/etui-Smactyl-Bte-30-03.jpg
SMECTA ORANGE-VANILLE;3 g;Poudre pour suspension orale;B/30 sachets;7.735;3.084;DIOSMECTITE;Antidiarrh�iques;Non;https://cdn.redcare-pharmacie.fr/images/F10/000/068/F10000068-p13.jpg
SOLARID;200 mg;Comprimes secables;B/30;36.58;27.948;AMISULPRIDE;Antipsychotiques;Oui;https://laboratoirespharmacare.tn/wp-content/uploads/2024/09/Solarid-200-mg.png
SOLARID;200 mg;Comprimes secables;B/60;65.775;55.896;AMISULPRIDE;Antipsychotiques;Oui;https://laboratoirespharmacare.tn/wp-content/uploads/2024/09/Solarid-200-mg.png
SOLARID 100;100 mg;Comprimes secables;B/30;26.15;22.21;AMISULPRIDE;Antipsychotiques;Oui;https://laboratoirespharmacare.tn/wp-content/uploads/2025/04/Solarid-200-mg-B-60.png
SOLARID 400;400 mg;Comprimes pellicules secables;B/30;73.925;54.825;AMISULPRIDE;Antipsychotiques;Oui;https://laboratoirespharmacare.tn/wp-content/uploads/2025/04/Solarid-400-mg-B-30.png
SOLFICINE;10 mg;Comprimes pellicules;B/30;35.14;29.86;SOLIFENACINE SUCCINATE;Antispasmodiques;Non;https://images.coopvitality.ch/product-images/350/350/solifenacin-sandoz-filmtabl-10-mg-90-stk-gallery-1-0027T4.jpg
SOLFICINE;5 mg;Comprimes pellicules;B/30;35.14;29.86;SOLIFENACINE SUCCINATE;Antispasmodiques;Non;https://pharmaghreb.com/wp-content/uploads/2025/10/solficine-5mg-b30.jpg
SOLIAN;100 mg;Comprimes secables;B/30;59.885;22.21;AMISULPRIDE;Antipsychotiques;Oui;https://cdn.shop-apotheke.com/images/D01/827/397/D01827397-p1.jpg
SOLIAN;400 mg;Comprimes pellicules secables;B/30;173.055;54.825;AMISULPRIDE;Antipsychotiques;Oui;https://cdn.shop-apotheke.com/images/768x0/D01/827/440/D01827440-p1.jpg
SOLICARE;10 mg;Comprimes pellicules;B/30;51.04;29.86;SOLIFENACINE SUCCINATE;Antispasmodiques;Non;https://promedictunisia.com/wp-content/uploads/2020/03/Solicare_10-222.jpg
SOLICARE;5 mg;Comprimes pellicules;B/30;51.04;29.86;SOLIFENACINE SUCCINATE;Antispasmodiques;Non;https://cdn2.arogga.com/eyJidWNrZXQiOiJhcm9nZ2EiLCJrZXkiOiJQcm9kdWN0LXBfaW1hZ2VzXC8xNzc0NlwvMTc3NDYtU29saWNhcmUtNS0wLWNvcHktM2NmM29oLmpwZWciLCJlZGl0cyI6W119
SOLOTIK;100 mg;Comprimes pellicules secables;FL/15;21.7;15.759;SERTRALINE;Antid�presseurs;Oui;https://medicarcp.com/website/images/Products_flat/5672.jpg
SOLOTIK;50 mg;Comprimes pellicules secables;FL/15;12.065;8.861;SERTRALINE;Antid�presseurs;Oui;https://lemon.sa/image/cache/catalog/pharmacy/products/update-2024/04222772%20Solotik%2050%20mg%2030%20Tablet-1400x1400.jpg
SOLOTIK;50 mg;Comprimes pellicules secables;FL/30;21.7;17.723;SERTRALINE;Antid�presseurs;Oui;https://lemon.sa/image/cache/catalog/pharmacy/products/update-2024/04222772%20Solotik%2050%20mg%2030%20Tablet-1400x1400.jpg
SOLU-MEDROL;20 mg/2 ml;Pdre p.prep.injectable;B/1 FL + solv/2 ml;2.13;1.776;METHYLPREDNISOLONE;Cortico�des;Oui;https://www.mcguff.com/content/images/thumbs/0001039_solu-medrol-methylprednisolone-sodium-succinate-injection-125-mgvial-single-dose-act-o-vial-2-ml-eac.jpeg
SOLU-MEDROL;40 mg/2 ml;Pdre p.prep.injectable;B/1 FL + solv/2 ml;3.1;2.635;METHYLPREDNISOLONE;Cortico�des;Oui;https://medex.com.bd/storage/images/packaging/solu-medrol-40-mg-injection-92275951835-i1-tejJX6f7eX7IbCuPmrzk.jpg
SOLUPRED;5 mg;Comprimes effervescents;FL/30;6.47;5.38;PREDNISOLONE;Cortico�des;Oui;https://vinmec-prod.s3.amazonaws.com/images/20220320_134833_871803_solupred-5mg.max-1800x1800.jpg
SOTALOL;160 mg;Comprimes secables;B/30;10.645;9.027;SOTALOL;Antihypertenseurs;Oui;https://images.amavita.ch/product-images/sotalol-mepha-cpr-160-mg-100-pce-main-0029BS.jpg
SPACINOL;80 mg;Comprimes orodispersibles;B/10;3.23;0.984;PHLOROGLUCINOL;Antispasmodiques;Non;http://www.simed.com.tn/simedmtd/uploads/2020/05/0U9A0365.jpg
SPACINOL;80 mg;Comprimes orodispersibles;B/20;7.175;1.968;PHLOROGLUCINOL;Antispasmodiques;Non;http://www.simed.com.tn/simedmtd/uploads/2020/05/0U9A0365.jpg
SPASCARE;160 mg;Comprimes orodispersibles;B/10;6.29;1.932;PHLOROGLUCINOL;Antispasmodiques;Non;https://laboratoirespharmacare.tn/wp-content/uploads/2024/09/Spascare-160-mg-600x424.png
SPASCARE;80 mg;Comprimes orodispersibles;B/20;6.24;1.968;PHLOROGLUCINOL;Antispasmodiques;Non;https://laboratoirespharmacare.tn/wp-content/uploads/2024/09/spascare-80-mg.png
SPASMOCALM;80 mg;Comprimes orodispersibles;B/20;8.955;1.968;PHLOROGLUCINOL;Antispasmodiques;Non;https://www.pharmacie-du-centre-albert.fr/media/finish/img/normal/97/3400937511261-spasmocalm-80-mg-20-comprimes-orodispersibles.jpg
SPASMOLAX;80 mg;Comprimes orodispersibles;B/10;2.705;0.984;PHLOROGLUCINOL;Antispasmodiques;Non;https://www.fatro.it/en/226-thickbox_default/spasmolax.jpg
SPASMOMEN;40 mg;Comprimes enrobes;B/30;11.88;3.852;OTYLONIUM BROMURE;Antispasmodiques;Non;https://asafar.net/wp-content/uploads/5760_500_10.jpg
SPASMOSTOP;160 mg;Comprimes orodispersibles;B/10;6.54;1.932;PHLOROGLUCINOL;Antispasmodiques;Non;https://www.advanspharma.com/wp-content/uploads/2023/01/spasmostop-160mg-10pills.jpg
SPASMOSTOP;80 mg;Comprimes orodispersibles;B/15;5.45;1.476;PHLOROGLUCINOL;Antispasmodiques;Non;https://www.advanspharma.com/wp-content/uploads/2023/01/spasmostop-80mg-15pills.jpg
SPASTOP;40 mg;Comprimes pellicules;B/10;3.21;1.284;OTYLONIUM BROMURE;Antispasmodiques;Non;http://carezone.pk/cdn/shop/files/background-editor_output_39851cea-a912-4eaa-be44-9ea6f5649bbf.png?v=1754797768
SPASTOP;40 mg;Comprimes pellicules;B/30;9.69;3.852;OTYLONIUM BROMURE;Antispasmodiques;Non;http://carezone.pk/cdn/shop/files/background-editor_output_39851cea-a912-4eaa-be44-9ea6f5649bbf.png?v=1754797768
SPIOLTO RESPIMAT;2,5 �g/2,5 �g;Solution pour inhalation;B/1 cart de 60 bouf + inhal respimat;126.355;107.355;TIOTROPIUM+OLODATEROL;Bronchodilatateurs;Oui;https://c8.alamy.com/comp/3BGDGWC/spiolto-respimat-reusable-inhaler-with-25-microgram-inhalation-solution-containing-tiotropium-olodaterol-3BGDGWC.jpg
SPIRA 1.5 MUI;1,5 MU;Comprimes pellicules;B/16;7.14;6.066;SPIRAMYCINE;Antibiotiques;Oui;https://biopharmdz.com/storage/produits/September2024/KjEl7iWsNIDqP1BlGoZE.png
SPIRA 3 MUI;3 MU;Comprimes pellicules;B/10;8.28;6.553;SPIRAMYCINE;Antibiotiques;Oui;https://biopharmdz.com/storage/produits/September2024/Tw6tiC6rxngTyVONbC6t.png
